theta_deg,phi_deg,RCS_total_dBsm,RCS_VV_dBsm,RCS_HH_dBsm
56.5714,51.4286,-18.7594,-26.6701,-19.5259
56.5714,61.7143,-18.1246,-29.0513,-18.4904
56.5714,72,-17.6841,-32.7641,-17.821
56.5714,82.2857,-17.4407,-40.0072,-17.4648
56.5714,92.5714,-17.3941,-49.5285,-17.3968
56.5714,102.857,-17.544,-35.6228,-17.6121
56.5714,113.143,-17.886,-30.6818,-18.1203
56.5714,123.429,-18.4195,-27.7453,-18.9588
56.5714,133.714,-19.1423,-25.7742,-20.2056
56.5714,144,-20.0282,-24.4046,-22.0008
56.5714,154.286,-21.0049,-23.4703,-24.6384
56.5714,164.571,-21.913,-22.8854,-28.8892
56.5714,174.857,-22.4908,-22.6052,-38.3416
56.5714,185.143,-22.4909,-22.6053,-38.3417
56.5714,195.429,-21.913,-22.8855,-28.8893
56.5714,205.714,-21.0049,-23.4703,-24.6384
56.5714,216,-20.0282,-24.4046,-22.0008
56.5714,226.286,-19.1422,-25.7741,-20.2056
56.5714,236.571,-18.4194,-27.7452,-18.9587
56.5714,246.857,-17.8859,-30.6818,-18.1203
56.5714,257.143,-17.5441,-35.6228,-17.6122
56.5714,267.429,-17.3942,-49.5286,-17.3969
56.5714,277.714,-17.4408,-40.0073,-17.4649
56.5714,288,-17.6841,-32.7641,-17.821
56.5714,298.286,-18.1245,-29.0513,-18.4903
56.5714,308.571,-18.7593,-26.67,-19.5258
56.5714,318.857,-19.5741,-25.0335,-21.0279
56.5714,329.143,-20.5189,-23.8959,-23.191
56.5714,339.429,-21.4832,-23.139,-26.4727
56.5714,349.714,-22.2578,-22.7052,-32.3504
56.5714,360,-22.5637,-22.5637,-300
61.7143,0,-21.7601,-21.7601,-300
61.7143,10.2857,-21.3061,-21.9004,-30.2373
61.7143,20.5714,-20.2161,-22.3307,-24.3562
61.7143,30.8571,-18.9496,-23.0822,-21.069
61.7143,41.1429,-17.786,-24.2198,-18.906
61.7143,51.4286,-16.8297,-25.862,-17.4094
61.7143,61.7143,-16.1038,-28.2466,-16.3774
61.7143,72,-15.6074,-31.9605,-15.7092
61.7143,82.2857,-15.334,-39.2025,-15.3518
61.7143,92.5714,-15.2784,-48.7203,-15.2803
61.7143,102.857,-15.4397,-34.809,-15.4902
61.7143,113.143,-15.8238,-29.8681,-15.9984
61.7143,123.429,-16.437,-26.9371,-16.8424
61.7143,133.714,-17.2818,-24.9694,-18.0926
61.7143,144,-18.3496,-23.601,-19.8889
61.7143,154.286,-19.5846,-22.6655,-22.5254
61.7143,164.571,-20.8088,-22.0772,-26.7728
61.7143,174.857,-21.6376,-21.7915,-36.2196
61.7143,185.143,-21.6376,-21.7916,-36.2197
61.7143,195.429,-20.8089,-22.0773,-26.7729
61.7143,205.714,-19.5846,-22.6656,-22.5255
61.7143,216,-18.3496,-23.601,-19.8889
61.7143,226.286,-17.2817,-24.9693,-18.0925
61.7143,236.571,-16.4369,-26.937,-16.8423
61.7143,246.857,-15.8237,-29.868,-15.9983
61.7143,257.143,-15.4397,-34.8091,-15.4902
61.7143,267.429,-15.2785,-48.7204,-15.2805
61.7143,277.714,-15.334,-39.2026,-15.3519
61.7143,288,-15.6074,-31.9605,-15.7092
61.7143,298.286,-16.1037,-28.2465,-16.3773
61.7143,308.571,-16.8296,-25.8619,-17.4093
61.7143,318.857,-17.7859,-24.2197,-18.9059
61.7143,329.143,-18.9497,-23.0822,-21.069
61.7143,339.429,-20.2162,-22.3308,-24.3563
61.7143,349.714,-21.3061,-21.9005,-30.2374
61.7143,360,-21.7601,-21.7601,-300
66.8571,0,-30.093,-30.093,-300
66.8571,10.2857,-29.3951,-30.2344,-36.9466
66.8571,20.5714,-27.8535,-30.668,-31.0687
66.8571,30.8571,-26.2252,-31.4247,-27.7868
66.8571,41.1429,-24.8233,-32.5623,-25.6237
66.8571,51.4286,-23.7149,-34.1992,-24.1219
66.8571,61.7143,-22.8966,-36.5806,-23.0866
66.8571,72,-22.3471,-40.2934,-22.4173
66.8571,82.2857,-22.0488,-47.5365,-22.0611
66.8571,92.5714,-21.9915,-57.0576,-21.9929
66.8571,102.857,-22.1732,-43.1516,-22.208
66.8571,113.143,-22.5953,-38.2106,-22.7161
66.8571,123.429,-23.272,-35.2743,-23.5549
66.8571,133.714,-24.2282,-33.3034,-24.8018
66.8571,144,-25.4823,-31.9339,-26.5971
66.8571,154.286,-27.0177,-30.9995,-29.2347
66.8571,164.571,-28.6737,-30.4145,-33.4853
66.8571,174.857,-29.9121,-30.1341,-42.9374
66.8571,185.143,-29.9121,-30.1341,-42.9375
66.8571,195.429,-28.6737,-30.4145,-33.4853
66.8571,205.714,-27.0178,-30.9995,-29.2347
66.8571,216,-25.4823,-31.9339,-26.5971
66.8571,226.286,-24.2282,-33.3034,-24.8018
66.8571,236.571,-23.272,-35.2743,-23.5549
66.8571,246.857,-22.5953,-38.2106,-22.7161
66.8571,257.143,-22.1732,-43.1516,-22.208
66.8571,267.429,-21.9916,-57.0576,-21.9929
66.8571,277.714,-22.0488,-47.5365,-22.0611
66.8571,288,-22.3471,-40.2934,-22.4173
66.8571,298.286,-22.8965,-36.5806,-23.0866
66.8571,308.571,-23.7149,-34.1992,-24.1219
66.8571,318.857,-24.8233,-32.5623,-25.6237
66.8571,329.143,-26.2252,-31.4247,-27.7868
66.8571,339.429,-27.8535,-30.6681,-31.0687
66.8571,349.714,-29.3951,-30.2344,-36.9466
66.8571,360,-30.093,-30.093,-300
72,0,-24.0814,-24.0814,-300
72,10.2857,-22.9365,-24.2234,-28.8467
72,20.5714,-20.723,-24.6588,-22.9707
72,30.8571,-18.6622,-25.4184,-19.6917
72,41.1429,-17.0168,-26.5561,-17.5287
72,51.4286,-15.7679,-28.19,-16.024
72,61.7143,-14.8684,-30.5696,-14.9868
72,72,-14.2733,-34.2817,-14.3169
72,82.2857,-13.9536,-41.5254,-13.9612
72,92.5714,-13.894,-51.0484,-13.8949
72,102.857,-14.0914,-37.1453,-14.1129
72,113.143,-14.546,-32.2044,-14.6211
72,123.429,-15.2799,-29.2652,-15.457
72,133.714,-16.3386,-27.2924,-16.7021
72,144,-17.7745,-25.9222,-18.4966
72,154.286,-19.6372,-24.9884,-21.1348
72,164.571,-21.8583,-24.4053,-25.3873
72,174.857,-23.7742,-24.1278,-34.8424
72,185.143,-23.7742,-24.1278,-34.8425
72,195.429,-21.8584,-24.4054,-25.3874
72,205.714,-19.6373,-24.9885,-21.1349
72,216,-17.7745,-25.9222,-18.4966
72,226.286,-16.3385,-27.2923,-16.702
72,236.571,-15.2798,-29.2651,-15.4568
72,246.857,-14.546,-32.2043,-14.6211
72,257.143,-14.0914,-37.1454,-14.113
72,267.429,-13.8942,-51.0485,-13.895
72,277.714,-13.9537,-41.5255,-13.9613
72,288,-14.2733,-34.2817,-14.3169
72,298.286,-14.8683,-30.5695,-14.9868
72,308.571,-15.7678,-28.1899,-16.0239
